"user","text_length","contains_question_mark","contains_exclamation_mark","contains_multiple_question_marks","contains_multiple_exclamation_marks","contains_multiple_dots","contains_happy_emotes","num_of_happy_emotes","contains_sad_emotes","num_of_sad_emotes","fraction_uppercase","Positive_Score","Negative_Score","distribution_excellent","distribution_very_good","distribution_avergae","distribution_poor","distribution_terrible","gender"
"Lucia V","337.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.483679525222552","0.998899221420288","0.0","5.0","2.0","0.0","0.0","0.0","man"
"Lucian M","724.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9554081035838893","0.4991672933101654","0.4995621144771576","192.0","201.0","24.0","1.0","1.0","man"
"Luiza M","512.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.393371378597977","0.9989044666290284","0.0","14.0","14.0","9.0","5.0","2.0","woman"
"Luke K","786.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.653944020356234","0.9988875985145568","0.0","4.0","1.0","0.0","1.0","0.0","man"
"LunaRussa","1369.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8991964937910883","0.9988258481025696","0.0","18.0","30.0","7.0","0.0","2.0","woman"
"LuxTraveller","670.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.1940298507462688","0.0","0.990425169467926","37.0","165.0","29.0","4.0","4.0","man"
"LuxuryWanderlust","1172.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.389078498293516","0.9989343285560608","0.0","12.0","2.0","0.0","0.0","0.0","woman"
"M0Rea","590.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.694915254237288","0.9989271759986876","0.0","0.0","2.0","1.0","0.0","0.0","woman"
"M0rgan77","252.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.571428571428571","0.9989209175109864","0.0","19.0","20.0","3.0","4.0","2.0","man"
"M928NArobertog","332.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.5060240963855422","0.0","0.9995101690292358","2.0","0.0","0.0","1.0","0.0","man"
"M932PLjohnv","300.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.666666666666667","0.9988800883293152","0.0","220.0","71.0","38.0","19.0","43.0","man"
"MARIAmixaela","738.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3550135501355014","0.0","0.9995086193084716","24.0","26.0","7.0","2.0","1.0","woman"
"MB_Rehovot","497.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.0120724346076457","0.9989224672317504","0.0","19.0","34.0","12.0","9.0","0.0","woman"
"MBoyden","1367.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3899049012435991","0.9989097118377686","0.0","32.0","46.0","14.0","1.0","3.0","man"
"MCButterworth","1732.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.5011547344110854","0.0","0.999502658843994","17.0","6.0","4.0","3.0","2.0","woman"
"MCannock","454.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5418502202643172","0.9988958835601808","0.0","63.0","117.0","47.0","3.0","1.0","man"
"MERTUS1","208.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9230769230769231","0.0","0.9966975450515748","16.0","10.0","6.0","4.0","1.0","man"
"MH_CY","318.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.515723270440252","0.998928964138031","0.0","39.0","65.0","23.0","4.0","2.0","man"
"MICK2320","1037.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.6036644165863065","0.9989362359046936","0.0","2.0","3.0","1.0","1.0","0.0","man"
"MJWGreece","2252.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.820603907637656","0.9989296793937684","0.0","24.0","5.0","1.0","0.0","3.0","man"
"MMTMDavis","1079.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5755329008341057","0.9987672567367554","0.0","104.0","56.0","21.0","5.0","1.0","man"
"MYALTRK","226.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.327433628318584","0.9989122152328492","0.0","3.0","0.0","0.0","0.0","0.0","man"
"Ma M","204.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.96078431372549","0.9989148378372192","0.0","59.0","43.0","11.0","2.0","4.0","woman"
"Mabibb777","1532.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.8929503916449089","0.9989172220230104","0.0","32.0","1.0","3.0","2.0","0.0","man"
"MacedonianTraveller","612.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6339869281045754","0.9989026784896852","0.0","30.0","8.0","1.0","1.0","0.0","woman"
"Maggyv","772.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.5308856310013716","0.6659577687581381","0.33316437403361","10.0","8.0","3.0","2.0","0.0","woman"
"Malcolm G","890.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.348314606741573","0.0","0.9995025396347046","129.0","252.0","26.0","6.0","1.0","man"
"ManaA_13","667.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2488755622188905","0.0","0.9994834661483764","4.0","4.0","4.0","5.0","5.0","woman"
"Manc_Ste","1346.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7087667161961366","0.998907208442688","0.0","13.0","28.0","11.0","0.0","0.0","man"
"ManchesterSmurf","602.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3255813953488373","0.9989290833473206","0.0","57.0","31.0","8.0","3.0","3.0","woman"
"Mandarinan","449.5","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3377388377388375","0.9987355768680573","0.0","43.0","36.0","7.0","2.0","1.0","man"
"Mandy N","650.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.307692307692308","0.9989308714866638","0.0","11.0","27.0","6.0","1.0","0.0","woman"
"MandyM2596","217.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.8433179723502304","0.9989356398582458","0.0","10.0","0.0","0.0","0.0","0.0","woman"
"ManiaAlani","673.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2288261515601784","0.9988932013511658","0.0","29.0","22.0","18.0","0.0","1.0","woman"
"Mantia","870.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0344827586206895","0.9989396929740906","0.0","18.0","23.0","12.0","3.0","0.0","woman"
"ManuBol","486.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.851851851851852","0.9987554550170898","0.0","10.0","4.0","2.0","0.0","1.0","woman"
"Marc L","249.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.212851405622489","0.9989196062088012","0.0","19.0","4.0","0.0","0.0","0.0","man"
"MarcinDrP","414.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","4.3478260869565215","0.0","0.9994089603424072","293.0","259.0","103.0","14.0","5.0","man"
"MarcusHurley","828.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.932367149758454","0.9989194869995116","0.0","782.0","889.0","140.0","12.0","4.0","man"
"MarcusU28","572.5","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.409842860911181","0.9989336729049684","0.0","24.0","1.0","1.0","1.0","0.0","man"
"Marek P","397.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7632241813602016","0.9988885521888732","0.0","8.0","16.0","3.0","2.0","0.0","man"
"Margo37","782.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4066496163682864","0.9988057613372804","0.0","125.0","189.0","34.0","0.0","1.0","woman"
"Margot62","3264.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2.389705882352941","0.0","0.9994450211524964","6.0","1.0","0.0","1.0","1.0","woman"
"Maria B","746.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","2.1169935630873504","0.998914102713267","0.0","69.0","14.0","1.0","0.0","1.0","woman"
"Maria C","485.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.09278350515464","0.9989365935325624","0.0","10.0","3.0","1.0","0.0","0.0","woman"
"Maria H","1272.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.179245283018868","0.0","0.9993489384651184","2.0","7.0","0.0","0.0","0.0","woman"
"Maria-Lesleynoa","850.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","2.235294117647059","0.0","0.9994990825653076","26.0","11.0","3.0","6.0","6.0","woman"
"MariaMakri","608.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.4671052631578947","0.9989114999771118","0.0","3.0","2.0","0.0","1.0","1.0","woman"
"MariaTsil","240.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.9166666666666665","0.9989107847213744","0.0","6.0","1.0","1.0","0.0","0.0","woman"
"Maria_Ilemo","284.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.929577464788732","0.998920202255249","0.0","84.0","37.0","9.0","5.0","3.0","woman"
"Marian_Zdravkov","326.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.067484662576687","0.9987228512763976","0.0","6.0","4.0","4.0","1.0","1.0","man"
"MarieAntoinette8","1295.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3991309089837187","0.9988997876644136","0.0","6.0","4.0","3.0","2.0","1.0","woman"
"MarieNeo","784.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7857142857142856","0.9987873435020448","0.0","14.0","16.0","2.0","0.0","1.0","woman"
"MariiPan","408.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4705882352941175","0.9989118576049804","0.0","10.0","2.0","3.0","1.0","0.0","woman"
"Marija077","361.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3254003772016751","0.9988848567008972","0.0","16.0","17.0","5.0","2.0","0.0","woman"
"Marilyn B","1276.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.09717868338558","0.998909831047058","0.0","85.0","39.0","10.0","3.0","2.0","woman"
"Marina4P","223.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.345291479820628","0.998907208442688","0.0","0.0","3.0","0.0","0.0","0.0","woman"
"MarinaB553","395.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.278481012658228","0.9989245533943176","0.0","39.0","8.0","4.0","2.0","2.0","woman"
"MarinaMMinic","299.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","3.042596348884381","0.9989286661148072","0.0","3.0","0.0","0.0","0.0","0.0","woman"
"Marinos P","1318.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2003034901365703","0.9989262223243712","0.0","60.0","32.0","1.0","2.0","0.0","man"
"Marios P","313.6666666666667","0.0","0.3333333333333333","0.0","0.3333333333333333","0.3333333333333333","0.0","0.0","0.0","0.0","3.0200809197441907","0.9988831877708436","0.0","28.0","11.0","0.0","0.0","1.0","man"
"Marios1977","1015.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2660098522167487","0.998933732509613","0.0","3.0","8.0","2.0","1.0","0.0","man"
"MariozM","212.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.716981132075472","0.9989290833473206","0.0","39.0","9.0","1.0","1.0","0.0","man"
"Mariusz M","202.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.455445544554455","0.9986972212791444","0.0","26.0","12.0","7.0","0.0","0.0","man"
"Mark K","2311.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3799221116399827","0.9989383816719056","0.0","4.0","1.0","0.0","1.0","0.0","man"
"Mark S","485.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5448277037681013","0.9985762238502502","0.0","38.0","74.0","24.0","8.0","2.0","man"
"MarkMcCauley","659.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.427921092564492","0.9989357590675354","0.0","35.0","26.0","9.0","3.0","1.0","man"
"Markellaki","618.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.4563106796116505","0.0","0.9994983673095704","1.0","2.0","0.0","2.0","0.0","woman"
"MarkoRijeka","464.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.306283469057955","0.998935341835022","0.0","42.0","32.0","6.0","7.0","3.0","man"
"Martin G","1595.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6300940438871474","0.9989232420921326","0.0","9.0","4.0","0.0","0.0","0.0","man"
"MartinG1984","602.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1594684385382057","0.9989344477653505","0.0","106.0","56.0","22.0","7.0","3.0","man"
"Martina S","266.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.007518796992481","0.998940408229828","0.0","10.0","3.0","0.0","0.0","0.0","woman"
"Martyn L","1021.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","3.623898139079334","0.9941262006759644","0.0","63.0","47.0","16.0","8.0","4.0","man"
"Maruca_C","1210.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.818181818181818","0.998934805393219","0.0","19.0","10.0","2.0","1.0","0.0","woman"
"Mary Jo F","919.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3057671381936888","0.9989238381385804","0.0","42.0","10.0","1.0","1.0","1.0","woman"
"Mary N","698.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5759312320916905","0.9989230036735536","0.0","34.0","27.0","16.0","5.0","0.0","woman"
"Mary V","267.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.872659176029963","0.998930037021637","0.0","8.0","2.0","1.0","0.0","0.0","woman"
"Marylunches","1010.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.2871287128712872","0.0","0.9932130575180054","34.0","14.0","13.0","14.0","2.0","woman"
"Mateionescu","1221.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0647010647010646","0.0","0.9982761144638062","4.0","1.0","0.0","0.0","1.0","man"
"Maty","2095.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1479713603818613","0.9989069700241088","0.0","25.0","22.0","7.0","8.0","1.0","woman"
"Mauricio M","852.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.2910798122065728","0.9989190101623536","0.0","28.0","14.0","10.0","2.0","2.0","man"
"Maurizio M","523.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8120024174955045","0.9987293779850006","0.0","6.0","1.0","2.0","0.0","0.0","man"
"MaxGS","1019.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.551521099116781","0.9989237189292908","0.0","1.0","7.0","3.0","0.0","0.0","woman"
"MayaPandurska","316.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.1645569620253164","0.9989374279975892","0.0","6.0","0.0","0.0","0.0","0.0","woman"
"Mayka_Mahadevi","1066.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7823639774859286","0.9988969564437866","0.0","34.0","19.0","4.0","4.0","0.0","woman"
"Mbosko","831.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9253910950661848","0.9988870024681092","0.0","2.0","2.0","0.0","0.0","0.0","man"
"Mbrogan","478.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6736401673640169","0.0","0.9994640946388244","9.0","29.0","9.0","3.0","0.0","woman"
"Me_llamo_Nina","733.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5006821282401093","0.9988847374916076","0.0","10.0","5.0","3.0","0.0","0.0","woman"
"Megster007","1483.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6183412002697235","0.9989336133003236","0.0","85.0","30.0","14.0","5.0","3.0","woman"
"Melania333","262.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6717557251908395","0.998571515083313","0.0","19.0","3.0","0.0","0.0","0.0","woman"
"MeniosS4","580.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.5517241379310345","0.9989317059516908","0.0","3.0","0.0","0.0","0.0","0.0","man"
"Meraios","241.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.489626556016597","0.998849868774414","0.0","61.0","34.0","14.0","2.0","4.0","man"
"Meredith S","1174.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4480408858603069","0.9988991022109984","0.0","82.0","92.0","15.0","3.0","2.0","woman"
"MetalHawk","557.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.9748653500897664","0.998932421207428","0.0","60.0","16.0","4.0","3.0","13.0","man"
"MiaD838","655.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.442748091603053","0.9988577365875244","0.0","15.0","1.0","1.0","0.0","0.0","man"
"Michael G","464.25","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2228928360739326","0.749192863702774","0.2498589009046554","43.0","43.0","10.0","2.0","0.0","man"
"Michael H","2213.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.698928768454918","0.6659430066744486","0.3330222169558207","32.0","13.0","17.0","5.0","3.0","man"
"Michael J","796.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.507537688442211","0.998932421207428","0.0","18.0","23.0","4.0","0.0","1.0","man"
"Michael L","399.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.2218045112781954","0.9989197552204132","0.0","129.0","169.0","66.0","10.0","1.0","man"
"Michael N","544.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.125","0.9935694932937622","0.0","44.0","40.0","6.0","2.0","1.0","man"
"Michael T","393.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7811704834605595","0.9988759160041808","0.0","36.0","10.0","4.0","0.0","0.0","man"
"MichaelCItalia","536.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.794972835506128","0.9989168047904968","0.0","24.0","48.0","16.0","2.0","4.0","man"
"MichalisNicosia","212.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.30188679245283","0.9988324046134948","0.0","1.0","1.0","0.0","0.0","1.0","man"
"MiciPe","258.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2.3255813953488373","0.9989377856254578","0.0","3.0","1.0","0.0","0.0","0.0","woman"
"Mike72S","523.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.4416826003824093","0.9985118508338928","0.0","60.0","142.0","50.0","8.0","3.0","man"
"MikeEOD","783.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.554278416347382","0.9989232420921326","0.0","38.0","96.0","48.0","13.0","5.0","man"
"MikeN660","345.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4492753623188406","0.9988512992858888","0.0","329.0","796.0","349.0","32.0","13.0","man"
"Mikki H","238.0","0.0","0.5","0.0","0.5","0.0","0.0","0.0","0.0","0.0","3.152501829736339","0.4994362890720367","0.4997556209564209","105.0","67.0","19.0","3.0","1.0","woman"
"Mikrou","1177.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7841971112999149","0.998782217502594","0.0","0.0","3.0","0.0","0.0","0.0","man"
"MilaP975","275.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.818181818181818","0.9976629018783568","0.0","12.0","1.0","2.0","0.0","0.0","woman"
"Milan C","1430.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.118881118881119","0.0","0.9995108842849731","17.0","24.0","16.0","5.0","1.0","man"
"Milan F","375.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1333333333333333","0.9989029169082642","0.0","9.0","3.0","0.0","0.0","0.0","man"
"Mimm0524","954.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4675052410901468","0.9989126920700072","0.0","5.0","0.0","0.0","0.0","0.0","man"
"Minatas","524.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2900763358778624","0.9988906979560852","0.0","25.0","16.0","1.0","0.0","1.0","woman"
"Minizinbox","964.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","2.282157676348548","0.0","0.9994992017745972","16.0","13.0","5.0","3.0","2.0","woman"
"Miodrag P","693.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5873015873015872","0.9989088773727416","0.0","11.0","4.0","0.0","2.0","0.0","man"
"Mir0nM","692.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.601156069364162","0.9976027607917786","0.0","49.0","29.0","7.0","2.0","1.0","man"
"Mirchevski","357.0","0.0","0.0","0.0","0.0","0.3333333333333333","0.0","0.0","0.0","0.0","2.272686804640548","0.998924970626831","0.0","6.0","2.0","0.0","2.0","2.0","man"
"Miri Y","359.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.5069637883008355","0.9989351630210876","0.0","62.0","8.0","5.0","1.0","2.0","woman"
"Mirony","497.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8108651911468807","0.9989237189292908","0.0","27.0","9.0","8.0","0.0","0.0","man"
"Mirto","399.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.5037593984962403","0.9989332556724548","0.0","9.0","7.0","6.0","1.0","1.0","woman"
"Miss-JellenaZikic","734.0","0.0","0.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.6811989100817438","0.9989381432533264","0.0","18.0","2.0","0.0","0.0","0.0","woman"
"MissPoL","436.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","3.440366972477064","0.9989271759986876","0.0","24.0","8.0","2.0","0.0","0.0","woman"
"Mixalis0026","437.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.1972386587771203","0.9986152946949004","0.0","33.0","50.0","11.0","7.0","5.0","man"
"Mobile810105","993.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5105740181268883","0.0","0.9972821474075316","16.0","21.0","11.0","11.0","5.0","woman"
"Modest613","329.5","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.467056004791854","0.9989249408245088","0.0","36.0","25.0","20.0","10.0","6.0","man"
"Mohicanan","455.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.417582417582418","0.9989318251609802","0.0","67.0","31.0","10.0","5.0","1.0","man"
"Moldy007","1890.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3756613756613756","0.9988883137702942","0.0","17.0","53.0","16.0","1.0","1.0","man"
"Momo200","243.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.05761316872428","0.9989281296730042","0.0","1.0","3.0","1.0","0.0","0.0","man"
"MonctonCanucks","699.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.5736766809728182","0.9989320635795592","0.0","157.0","37.0","16.0","10.0","1.0","man"
"Monika M","969.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.3415892672858616","0.9988732933998108","0.0","48.0","43.0","13.0","5.0","3.0","woman"
"Moohov","733.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.227830832196453","0.9989333748817444","0.0","7.0","5.0","2.0","2.0","0.0","woman"
"MortimerLake","246.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6260162601626018","0.9989116191864014","0.0","151.0","86.0","45.0","20.0","6.0","man"
"Moselgirl","243.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.2345679012345678","0.998940885066986","0.0","51.0","19.0","7.0","4.0","2.0","man"
"MothersAgenda","1455.0","0.0","1.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","2.1993127147766325","0.9988831877708436","0.0","7.0","0.0","0.0","0.0","0.0","woman"
"MottyG","236.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.423728813559322","0.9988973140716552","0.0","54.0","71.0","27.0","2.0","2.0","man"
"MrBowker","665.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.255639097744361","0.9989318251609802","0.0","49.0","35.0","8.0","2.0","0.0","man"
"MrTBeirut","216.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.9259259259259258","0.9989299178123474","0.0","121.0","210.0","23.0","0.0","0.0","man"
"Mrr07","978.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.4314928425357871","0.9989364743232728","0.0","28.0","14.0","6.0","1.0","2.0","woman"
"MrsK777","513.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.144249512670565","0.9989325404167176","0.0","33.0","3.0","2.0","0.0","1.0","woman"
"MrsM-7","396.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.282828282828284","0.998910427093506","0.0","36.0","20.0","18.0","14.0","5.0","woman"
"MrsTravelAddiction","4411.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.133529811834051","0.9988126754760742","0.0","60.0","17.0","23.0","3.0","7.0","woman"
"Muchtravelled68","515.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9417475728155336","0.9989377856254578","0.0","6.0","3.0","1.0","0.0","0.0","man"
"Muckypots","1557.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.9267822736030824","0.0","0.9995018243789672","4.0","6.0","6.0","5.0","0.0","man"
"Mungbean48","746.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.206434316353887","0.9989330172538756","0.0","9.0","0.0","0.0","0.0","0.0","woman"
"MuslimTravelGirl","1050.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1904761904761907","0.0","0.9969095587730408","13.0","8.0","4.0","3.0","0.0","woman"
"Musqat","477.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.677148846960168","0.9985660910606384","0.0","185.0","106.0","34.0","1.0","0.0","man"
"Mveljanovski","975.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.2564102564102564","0.9989343285560608","0.0","21.0","1.0","0.0","1.0","0.0","woman"
